score_1;score_2;riesgo_score1;riesgo_score2;interaccion_1;interaccion_2;monto;mala_transaccion;puntaje_1;puntaje_2;interaccion_suma;estado;cod_postal;ingreso_promedio_estado
bueno;excelente;0;0;0;0;99;0;2;1;3;CA;94806;65895
bueno;excelente;0;0;0;0;99;0;2;1;3;CA;90047;65895
bueno;excelente;0;0;0;0;99;0;2;1;3;CT;6112;72497
bueno;excelente;0;0;0;0;99;0;2;1;3;MA;2639;75077
bueno;excelente;0;0;0;0;99;0;2;1;3;MA;2360;75077
bueno;excelente;0;0;0;0;99;0;2;1;3;MA;2360;75077
bueno;excelente;0;0;0;0;99;0;2;1;3;MA;2639;75077
bueno;excelente;0;0;0;0;99;0;2;1;3;LA;71275;49719
excelente;bueno;0;0;0;0;99;0;1;2;3;NM;87015;49757
excelente;bueno;0;0;0;0;99;0;1;2;3;NM;87015;49757
excelente;bueno;0;0;0;0;99;0;1;2;3;AL;36765;52138
excelente;bueno;0;0;0;0;99;0;1;2;3;SC;29617;52348
excelente;bueno;0;0;0;0;99;0;1;2;3;TN;38343;53188
excelente;bueno;0;0;0;0;99;0;1;2;3;NC;28150;53687
excelente;bueno;0;0;0;0;99;0;1;2;3;NC;28150;53687
excelente;bueno;0;0;0;0;99;0;1;2;3;IN;47374;54785
excelente;bueno;0;0;0;0;99;0;1;2;3;IN;46203;54785
excelente;bueno;0;0;0;0;99;0;1;2;3;IN;46203;54785
excelente;bueno;0;0;0;0;99;0;1;2;3;IN;46346;54785
excelente;bueno;0;0;0;0;99;0;1;2;3;SD;57103;54821
excelente;bueno;0;0;0;0;99;0;1;2;3;SD;57103;54821
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44313;54877
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44509;54877
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44509;54877
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44509;54877
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44509;54877
excelente;bueno;0;0;0;0;99;0;1;2;3;OH;44509;54877
excelente;bueno;0;0;0;1;99;0;1;2;3;ID;83703;54942
excelente;bueno;0;0;0;0;99;0;1;2;3;KS;66030;55069
excelente;bueno;0;0;0;0;99;0;1;2;3;TX;75150;55441
excelente;bueno;0;0;0;0;99;0;1;2;3;TX;75150;55441
excelente;bueno;0;0;0;0;99;0;1;2;3;TX;75142;55441
excelente;bueno;0;0;0;0;99;0;1;2;3;TX;75701;55441
excelente;bueno;0;0;0;0;99;0;1;2;3;TX;77521;55441
excelente;bueno;0;0;0;0;99;0;1;2;3;FL;32778;55681
excelente;bueno;0;0;0;1;99;0;1;2;3;FL;32778;55681
excelente;bueno;0;0;0;0;99;0;1;2;3;FL;32778;55681
excelente;bueno;0;0;0;0;99;0;1;2;3;FL;32714;55681
excelente;bueno;0;0;0;0;99;0;1;2;3;MI;48224;56343
excelente;bueno;0;0;0;0;99;0;1;2;3;AZ;85373;58462
excelente;bueno;0;0;0;0;99;0;1;2;3;PA;19144;60640
excelente;bueno;0;0;0;0;99;0;1;2;3;PA;18974;60640
excelente;bueno;0;0;0;1;99;0;1;2;3;PA;18702;60640
excelente;bueno;0;0;0;0;99;0;1;2;3;NY;11001;63548
excelente;bueno;0;0;0;0;99;0;1;2;3;NY;10027;63548
excelente;bueno;0;0;0;0;99;0;1;2;3;NY;10027;63548
excelente;bueno;0;0;0;0;99;0;1;2;3;OR;97351;64975
excelente;bueno;0;0;0;0;99;0;1;2;3;OR;97603;64975
excelente;bueno;0;0;0;0;99;0;1;2;3;MN;56329;65514
excelente;bueno;0;0;0;0;99;0;1;2;3;MN;55421;65514
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;91730;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;95954;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;91706;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;94806;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;90047;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;90047;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CA;91706;65895
excelente;bueno;0;0;0;0;99;0;1;2;3;CT;6112;72497
excelente;bueno;0;0;0;0;99;0;1;2;3;WA;98467;74398
excelente;bueno;0;0;0;0;99;0;1;2;3;NJ;8753;75321
excelente;bueno;0;0;0;0;99;0;1;2;3;HI;96816;75797
bueno;excelente;0;0;0;0;99;1;2;1;3;NY;11741;63548
excelente;bueno;0;0;0;0;99;1;1;2;3;MN;55421;65514
bueno;excelente;0;0;0;0;99;1;2;1;3;CA;92253;65895
excelente;bueno;0;0;0;0;99;1;1;2;3;CO;80247;70952
excelente;bueno;0;0;0;0;99;1;1;2;3;IA;50047;54155
excelente;bueno;0;0;0;0;99;1;1;2;3;TX;77016;55441
bueno;excelente;0;0;0;0;99;1;2;1;3;TX;77016;55441
bueno;excelente;0;0;0;0;99;1;2;1;3;CA;91706;65895
excelente;bueno;0;0;0;0;99;1;1;2;3;CA;91730;65895
excelente;bueno;0;0;0;0;99;1;1;2;3;CA;92113;65895
excelente;bueno;0;0;0;0;100;0;1;2;3;FL;32714;55681
excelente;bueno;0;0;0;0;100;0;1;2;3;CA;95954;65895
excelente;bueno;0;0;0;0;100;0;1;2;3;CT;6112;72497
excelente;bueno;0;0;0;0;100;1;1;2;3;MI;48224;56343
excelente;excelente;0;0;0;0;49;0;1;1;2;CA;92078;65895
excelente;excelente;0;0;0;0;50;0;1;1;2;OK;73025;51435
excelente;excelente;0;0;0;0;50;0;1;1;2;AL;36830;52138
excelente;excelente;0;0;0;0;50;0;1;1;2;SC;29169;52348
excelente;excelente;0;0;0;0;50;0;1;1;2;SC;29640;52348
excelente;excelente;0;0;0;0;50;0;1;1;2;OH;44123;54877
excelente;excelente;0;0;0;0;50;0;1;1;2;TX;76821;55441
excelente;excelente;0;0;0;0;50;0;1;1;2;TX;77365;55441
excelente;excelente;0;0;0;0;50;0;1;1;2;FL;33161;55681
excelente;excelente;0;0;0;0;50;0;1;1;2;FL;33178;55681
excelente;excelente;0;0;0;0;50;0;1;1;2;MI;48227;56343
excelente;excelente;0;0;0;0;50;0;1;1;2;PA;15147;60640
excelente;excelente;0;0;0;0;50;0;1;1;2;NY;10701;63548
excelente;excelente;0;0;0;0;50;0;1;1;2;NY;13207;63548
excelente;excelente;0;0;0;0;50;0;1;1;2;MN;56187;65514
excelente;excelente;0;0;0;0;50;0;1;1;2;CA;92009;65895
excelente;excelente;0;0;0;0;50;0;1;1;2;CA;92563;65895
excelente;excelente;0;0;0;0;50;0;1;1;2;CA;92078;65895
excelente;excelente;0;0;0;0;50;0;1;1;2;VA;24012;67918
excelente;excelente;0;0;0;0;50;0;1;1;2;UT;84118;70425
excelente;excelente;0;0;0;0;50;0;1;1;2;CT;6066;72497
excelente;excelente;0;0;0;0;50;0;1;1;2;CT;6851;72497
excelente;excelente;0;0;0;0;50;0;1;1;2;MA;1862;75077
excelente;excelente;0;0;0;0;50;1;1;1;2;UT;84003;70425
excelente;excelente;0;0;0;0;59;0;1;1;2;NM;87015;49757
excelente;excelente;0;0;0;0;59;0;1;1;2;AL;36830;52138
excelente;excelente;0;0;0;0;59;0;1;1;2;SC;29640;52348
excelente;excelente;0;0;0;0;59;0;1;1;2;SC;29745;52348
excelente;excelente;0;0;0;0;59;0;1;1;2;NE;68127;53892
excelente;excelente;0;0;0;0;59;0;1;1;2;IN;46016;54785
excelente;excelente;0;0;0;0;59;0;1;1;2;IN;46016;54785
excelente;excelente;0;0;0;0;59;0;1;1;2;SD;57103;54821
excelente;excelente;0;0;0;0;59;0;1;1;2;OH;44123;54877
excelente;excelente;0;0;0;0;59;0;1;1;2;OH;44515;54877
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;76227;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;77550;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;77066;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;76537;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;78336;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;TX;77066;55441
excelente;excelente;0;0;0;0;59;0;1;1;2;FL;33563;55681
excelente;excelente;0;0;0;0;59;0;1;1;2;FL;33563;55681
excelente;excelente;0;0;0;0;59;0;1;1;2;AZ;85345;58462
excelente;excelente;0;0;0;0;59;0;1;1;2;PA;15147;60640
excelente;excelente;0;0;0;0;59;0;1;1;2;IL;60473;61456
excelente;excelente;0;0;0;0;59;0;1;1;2;NY;13207;63548
excelente;excelente;0;0;0;0;59;0;1;1;2;CA;92078;65895
excelente;excelente;0;0;0;0;59;0;1;1;2;CA;92563;65895
excelente;excelente;0;0;0;0;59;0;1;1;2;CA;92058;65895
excelente;excelente;0;0;0;0;59;0;1;1;2;CA;92027;65895
excelente;excelente;0;0;0;0;59;0;1;1;2;CA;92078;65895
excelente;excelente;0;0;0;0;59;0;1;1;2;CT;6851;72497
excelente;excelente;0;0;0;0;59;0;1;1;2;WA;98467;74398
excelente;excelente;0;0;0;0;59;0;1;1;2;HI;96797;75797
excelente;excelente;0;0;0;0;74;0;1;1;2;OH;44515;54877
excelente;excelente;0;0;0;0;75;0;1;1;2;MS;39206;47446
excelente;excelente;0;0;0;0;75;0;1;1;2;LA;71275;49719
excelente;excelente;0;0;0;0;75;0;1;1;2;SC;29626;52348
excelente;excelente;0;0;0;0;75;0;1;1;2;SC;29229;52348
excelente;excelente;0;0;0;0;75;0;1;1;2;SC;29715;52348
excelente;excelente;0;0;0;0;75;0;1;1;2;SC;29374;52348
excelente;excelente;0;0;0;0;75;0;1;1;2;SC;29715;52348
excelente;excelente;0;0;0;0;75;0;1;1;2;NC;28052;53687
excelente;excelente;0;0;0;0;75;0;1;1;2;NC;28562;53687
excelente;excelente;0;0;0;0;75;0;1;1;2;IN;46201;54785
excelente;excelente;0;0;0;0;75;0;1;1;2;OH;44870;54877
excelente;excelente;0;0;0;0;75;0;1;1;2;TX;77590;55441
excelente;excelente;0;0;0;0;75;0;1;1;2;TX;76017;55441
excelente;excelente;0;0;0;0;75;0;1;1;2;FL;34953;55681
excelente;excelente;0;0;0;0;75;0;1;1;2;FL;33872;55681
excelente;excelente;0;0;0;0;75;0;1;1;2;NV;89436;56949
excelente;excelente;0;0;0;0;75;0;1;1;2;NV;89031;56949
excelente;excelente;0;0;0;0;75;0;1;1;2;PA;18109;60640
excelente;excelente;0;0;0;0;75;0;1;1;2;NY;14615;63548
excelente;excelente;0;0;0;0;75;0;1;1;2;MN;56342;65514
excelente;excelente;0;0;0;0;75;0;1;1;2;CA;90220;65895
excelente;excelente;0;0;0;0;75;0;1;1;2;CA;90220;65895
excelente;excelente;0;0;0;0;75;0;1;1;2;CO;80503;70952
excelente;excelente;0;0;0;0;75;0;1;1;2;CT;6112;72497
excelente;excelente;0;0;0;0;75;0;1;1;2;HI;96797;75797
excelente;excelente;0;0;0;0;75;1;1;1;2;KY;41230;51978
excelente;excelente;0;0;0;0;75;1;1;1;2;FL;33647;55681
excelente;excelente;0;0;0;0;75;1;1;1;2;CA;92075;65895
excelente;excelente;0;0;0;0;75;1;1;1;2;CT;6112;72497
excelente;excelente;0;0;0;0;75;1;1;1;2;MA;1841;75077
excelente;excelente;0;0;0;0;79;0;1;1;2;OH;44273;54877
excelente;excelente;0;0;0;0;79;0;1;1;2;TX;78638;55441
excelente;excelente;0;0;0;0;79;0;1;1;2;FL;33872;55681
excelente;excelente;0;0;0;0;79;0;1;1;2;NY;11741;63548
excelente;excelente;0;0;0;0;79;0;1;1;2;CA;92109;65895
excelente;excelente;0;0;0;0;79;0;1;1;2;CA;90018;65895
excelente;excelente;0;0;0;0;79;0;1;1;2;CA;92377;65895
excelente;excelente;0;0;0;0;79;0;1;1;2;CA;95954;65895
excelente;excelente;0;0;0;0;79;0;1;1;2;CA;92377;65895
excelente;excelente;0;0;0;0;79;0;1;1;2;UT;84118;70425
excelente;excelente;0;0;0;0;79;0;1;1;2;CO;80503;70952
excelente;excelente;0;0;0;0;99;0;1;1;2;AL;36765;52138
excelente;excelente;0;0;0;0;99;0;1;1;2;SC;29340;52348
excelente;excelente;0;0;0;0;99;0;1;1;2;SC;29340;52348
excelente;excelente;0;0;0;0;99;0;1;1;2;SC;29420;52348
excelente;excelente;0;0;0;0;99;0;1;1;2;SC;29340;52348
excelente;excelente;0;0;0;0;99;0;1;1;2;NC;28562;53687
excelente;excelente;0;0;0;0;99;0;1;1;2;NC;28562;53687
excelente;excelente;0;0;0;0;99;0;1;1;2;NC;28150;53687
excelente;excelente;0;0;0;0;99;0;1;1;2;IN;46201;54785
excelente;excelente;0;0;0;0;99;0;1;1;2;OH;43224;54877
excelente;excelente;0;0;0;0;99;0;1;1;2;OH;44313;54877
excelente;excelente;0;0;0;0;99;0;1;1;2;TX;75142;55441
excelente;excelente;0;0;0;0;99;0;1;1;2;TX;75142;55441
excelente;excelente;0;0;0;0;99;0;1;1;2;TX;75150;55441
excelente;excelente;0;0;0;0;99;0;1;1;2;TX;75150;55441
excelente;excelente;0;0;0;0;99;0;1;1;2;TX;75150;55441
excelente;excelente;0;0;0;0;99;0;1;1;2;FL;32778;55681
excelente;excelente;0;0;0;0;99;0;1;1;2;FL;32778;55681
excelente;excelente;0;0;0;0;99;0;1;1;2;AZ;85383;58462
excelente;excelente;0;0;0;0;99;0;1;1;2;IL;60047;61456
excelente;excelente;0;0;0;0;99;0;1;1;2;IL;62206;61456
excelente;excelente;0;0;0;0;99;0;1;1;2;NY;10027;63548
excelente;excelente;0;0;0;0;99;0;1;1;2;OR;97603;64975
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;93041;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;90047;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;91702;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;91706;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;91730;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;90047;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CA;95954;65895
excelente;excelente;0;0;0;0;99;0;1;1;2;CT;6112;72497
excelente;excelente;0;0;0;0;99;0;1;1;2;CT;6112;72497
excelente;excelente;0;0;0;0;99;0;1;1;2;WA;98467;74398
excelente;excelente;0;0;0;0;99;0;1;1;2;WA;98467;74398
excelente;excelente;0;0;0;0;99;0;1;1;2;MA;1826;75077
excelente;excelente;0;0;0;0;99;0;1;1;2;MA;2360;75077
excelente;excelente;0;0;0;0;99;0;1;1;2;MD;20874;75214
excelente;excelente;0;0;0;0;99;0;1;1;2;HI;96816;75797
excelente;excelente;0;0;0;0;99;1;1;1;2;TX;76040;55441
excelente;excelente;0;0;0;0;99;1;1;1;2;OR;97603;64975
excelente;excelente;0;0;0;0;99;1;1;1;2;OR;97365;64975
excelente;excelente;0;0;0;0;99;1;1;1;2;CA;91706;65895
excelente;excelente;0;0;0;0;100;0;1;1;2;SC;29073;52348
excelente;excelente;0;0;0;0;100;0;1;1;2;TN;38018;53188
excelente;excelente;0;0;0;0;100;0;1;1;2;OH;44128;54877
excelente;excelente;0;0;0;0;100;0;1;1;2;FL;32533;55681
excelente;excelente;0;0;0;0;100;0;1;1;2;NV;89431;56949
excelente;excelente;0;0;0;0;100;0;1;1;2;AZ;85711;58462
excelente;excelente;0;0;0;0;100;0;1;1;2;MN;55421;65514
excelente;excelente;0;0;0;0;100;0;1;1;2;VA;23518;67918
excelente;excelente;0;0;0;0;100;0;1;1;2;CT;6112;72497
